license_type,business_name,street_address,status,city,state,zip_code,phone_no,year,licence_number,full_address,active,lat,lon
Open Air Business License,"PURPLE PORCH CO-OP, INC",123 N HILL ST,RENEWED,SOUTH BEND,IN,46617,574-287-6724,2021,OAB2021-004,"123 N HILL ST, SOUTH BEND, IN, 46617",FALSE,41.6772055,-86.2431458
Self Service Laundry/Dry Cleaner License,BURTON'S LAUNDRY,1897 E  IRELAND RD,RENEWED,SOUTH BEND,IN,46614,574-255-6101,2021,LND21-00014,"1897 E  IRELAND RD, SOUTH BEND, IN, 46614",FALSE,41.6295651,-86.2200353
Restaurant (A-M) License,Bru Burger Bar,1234 N EDDY ST,ACTIVE,South Bend,IN,46617,574-990-9110,2023,RST2023-089,"1234 N EDDY ST, South Bend, IN, 46617",FALSE,41.6915488,-86.2352362
Massage Therapist License,XIN CHEN,5569 BUCKHORN DR,EXPIRED,SOUTH BEND,IN,46614,574-274-7005,2022,MST2022-012,"5569 BUCKHORN DR, SOUTH BEND, IN, 46614",FALSE,41.6161495,-86.2421896
Alarm Agent License,SMITH SOUTHERN,2210 W 34th St,RENEWED,LUBBOCK,TX,79453,713-956-8800,2020,6994ALARM2020,"2210 W 34th St, LUBBOCK, TX, 79453",FALSE,33.5632774,-101.9829724
Restaurant (N-Z) License,SUBWAY #035,6424 W  BRICK RD,RENEWED,SOUTH BEND,IN,46628,574-272-8212,2022,RST2022-232,"6424 W  BRICK RD, SOUTH BEND, IN, 46628",FALSE,NA,NA
Restaurant (A-M) License,Lincolnway Grill,"1003 LINCOLN WAY W, SOUTH BEND, IN, 466161147",ACTIVE,South Bend,IN,46616,574-233-7814,2023,RST2023-038,"1003 LINCOLN WAY W, SOUTH BEND, IN, 466161147, South Bend, IN, 46616",FALSE,NA,NA
Arborist License,SAN-MAR TREE & MAINTENANCE,54555   PINE RD,RENEWED,SOUTH BEND,IN,46628,574-286-6884,2020,2343ARBOR2020,"54555   PINE RD, SOUTH BEND, IN, 46628",FALSE,NA,NA
Restaurant (N-Z) License,NAVARRE CATERING - DBA PALAIS,105 W COLFAX AVE,RENEWED,SOUTH BEND,IN,46601,574-235-5612,2022,RST2022-304,"105 W COLFAX AVE, SOUTH BEND, IN, 46601",FALSE,41.6776516,-86.2505874
Hotel and Motel License,HOLIDAY INN EXPRESS,"210 CALLANDAR ST, SOUTH BEND, IN  46614",RENEWED,SOUTH BEND,IN,46614,574-291-1040,2021,HTM2021-001,"210 CALLANDAR ST, SOUTH BEND, IN  46614, SOUTH BEND, IN, 46614",FALSE,NA,NA
Restaurant (A-M) License,CHIPPEWA BOWL,"225 W CHIPPEWA AVE, SOUTH BEND, IN, 46614",READY2ISSU,SOUTH BEND,IN,46614,574-291-5093,2023,RST2023-382,"225 W CHIPPEWA AVE, SOUTH BEND, IN, 46614, SOUTH BEND, IN, 46614",FALSE,NA,NA
Restaurant (N-Z) License,POPEYE'S LOUISIANA KITCHEN,2605 LINCOLN WAY,RENEWED,SOUTH BEND,IN,46628,574-232-0000,2021,RST2021-384,"2605 LINCOLN WAY, SOUTH BEND, IN, 46628",FALSE,41.666636,-86.2385554
Restaurant (N-Z) License,RAGAMUFFIN BAKERY & COFFEE,321 S MAIN ST,RENEWED,SOUTH BEND,IN,46601,765-366-3808,2022,RST2022-206,"321 S MAIN ST, SOUTH BEND, IN, 46601",FALSE,41.6728046,-86.2526466
Restaurant (A-M) License,CHARLIE'S,2334 PRAIRIE AVE,ACTIVE,SOUTH BEND,IN,46614,574-247-7800,2023,RST2023-068,"2334 PRAIRIE AVE, SOUTH BEND, IN, 46614",FALSE,41.6496059,-86.2820629
Restaurant (N-Z) License,SOUTH BEND FARMER'S MARKET CAFE,1105 NORTHSIDE BLVD,ACTIVE,SOUTH BEND,IN,46615,574-282-1259,2023,RST2023-010,"1105 NORTHSIDE BLVD, SOUTH BEND, IN, 46615",FALSE,41.6646926,-86.2341759
Restaurant (A-M) License,BOARDGASM,401 E. COLFAX AVE.,READY2ISSU,SOUTH BEND,IN,46615,574-241-1407,2023,RST2023-256,"401 E. COLFAX AVE., SOUTH BEND, IN, 46615",FALSE,41.6781462,-86.2458586
Alarm Agent License,SPEEDWAY LLC,500 Speedway Dr,ACTIVE,Enon,OH,45323,972-828-6710,2023,ALR2023-049,"500 Speedway Dr, Enon, OH, 45323",FALSE,39.8883968,-83.9285492
Restaurant (A-M) License,CHIPOTLE MEXICAN GRILL #1268,1251 N EDDY ST 101,READY2ISSU,South Bend,IN,46617,614-318-2482,2023,RST2023-153,"1251 N EDDY ST 101, South Bend, IN, 46617",FALSE,41.6920394,-86.2358491
Restaurant (A-M) License,MCCLURE OIL CORP. #75,"6220 MICHIGAN ST,  SOUTH BEND,  46614",RENEWED,MARION,IN,46952,765-674-9771,2020,3376RESTAM2020,"6220 MICHIGAN ST,  SOUTH BEND,  46614, MARION, IN, 46952",FALSE,NA,NA
Donation Box License,GOODWILL INDUSTRIES OF MICHIAN,1805 W  WESTERN AVE,RENEWED,SOUTH BEND,IN,46619,574-472-7300,2020,6649DBAC2020,"1805 W  WESTERN AVE, SOUTH BEND, IN, 46619",FALSE,41.6722472,-86.2749802
Restaurant (N-Z) License,"Tony’s Kitchen, LLC","643 LA PORTE AVE, SOUTH BEND, IN, 46628",READY2ISSU,SOUTH BEND,IN,46628,574-404-2908,2023,RST2023-299,"643 LA PORTE AVE, SOUTH BEND, IN, 46628, SOUTH BEND, IN, 46628",FALSE,NA,NA
Restaurant (A-M) License,Marycrest Marathon,2322 W. Western Ave.,ACTIVE,SOUTH BEND,IN,46619,574-233-8375,2023,RST2023-340,"2322 W. Western Ave., SOUTH BEND, IN, 46619",FALSE,41.6720118,-86.2825737
Alarm Agent License,COPS MONITORING,1041 Glassboro Rd,ACTIVE,WILLIAMSTOWN,NJ,08094,856-629-1111,2023,ALR2023-041,"1041 Glassboro Rd, WILLIAMSTOWN, NJ, 08094",FALSE,39.690488,-75.0242611
Restaurant (N-Z) License,RICO SUAVE GROUP LLC,933 CLOVER ST,RENEWED,SOUTH BEND,IN,46615,574-520-2148,2021,RST2021-146,"933 CLOVER ST, SOUTH BEND, IN, 46615",FALSE,41.6649682,-86.2267843
Lawn Parking License,1901 DORWOOD DR.,1901 DORWOOD DR.,INACTIVE,SOUTH BEND,IN,46617,NA,2021,LWN2021-037,"1901 DORWOOD DR., SOUTH BEND, IN, 46617",FALSE,41.6894932,-86.2216674
Restaurant (A-M) License,JENNY'S BAKERY,740 S WALNUT ST,RENEWED,SOUTH BEND,IN,46619,574-283-0211,2022,RST2022-430,"740 S WALNUT ST, SOUTH BEND, IN, 46619",FALSE,41.666937,-86.270852
Massage Therapist License,DIANA B. ZEBROSKI,"25784 HUNT TRL,  SOUTH BEND,  46628",RENEWED,SOUTH BEND,IN,46628,NA,2020,MST2020-002,"25784 HUNT TRL,  SOUTH BEND,  46628, SOUTH BEND, IN, 46628",FALSE,NA,NA
Restaurant (N-Z) License,PUERTORRICAN BAKERY & COFFEE S,1107 LINCOLN WAY W,RENEWED,SOUTH BEND,IN,46616,574-300-1110,2020,RST2020-027,"1107 LINCOLN WAY W, SOUTH BEND, IN, 46616",FALSE,41.666636,-86.2385554
Restaurant (N-Z) License,TAQUERIA MILLAN'S MEXICAN FOOD,1502 LINCOLN WAY W,INACTIVE,SOUTH BEND,IN,46628,574-300-2970,2021,RST2021-444,"1502 LINCOLN WAY W, SOUTH BEND, IN, 46628",FALSE,41.666636,-86.2385554
Massage Therapist License,DENA MARIE WOODS,"20807 Wellesley Ct, South Bend, Indiana, 46637",RENEWED,SOUTH BEND,IN,46637,574-261-8500,2021,MST2021-003,"20807 Wellesley Ct, South Bend, Indiana, 46637, SOUTH BEND, IN, 46637",FALSE,NA,NA
Taxi Vehicle License,"UNITED CAB OF SOUTH BEND, LLC",2107 S. MICHIGAN ST.,INACTIVE,SOUTH BEND,IN,46613,574-233-9599,2022,TXV2022-008,"2107 S. MICHIGAN ST., SOUTH BEND, IN, 46613",FALSE,41.6519917,-86.2502962
Rubbish/Garbage Removal License,JUNK B GONE,1421 HILDRETH ST,ABT2EXP,SOUTH BEND,IN,46615,574-340-6241,2022,GAR2022-007,"1421 HILDRETH ST, SOUTH BEND, IN, 46615",FALSE,41.662842,-86.227348
Restaurant (A-M) License,HOLY CROSS SCHOOL,1020 WILBER ST.,RENEWED,SOUTH BEND,IN,46628,574-233-2179,2022,RST2022-014,"1020 WILBER ST., SOUTH BEND, IN, 46628",FALSE,41.6885399,-86.2738913
Restaurant (N-Z) License,SUNNY ITALY CAFE,601 N NILES AVE,EXPIRED,SOUTH BEND,IN,46617,574-232-9620,2023,RST2023-057,"601 N NILES AVE, SOUTH BEND, IN, 46617",FALSE,41.683362,-86.244651
Open Air Business License,GATES TOYOTA INC.,640 W  IRELAND RD,RENEWED,SOUTH BEND,IN,46614,574-237-4999,2020,7221OPARPV2020,"640 W  IRELAND RD, SOUTH BEND, IN, 46614",FALSE,41.6286398,-86.2712044
Hotel and Motel License,CANDLEWOOD SUITES,3916 LINCOLNWAY W,ACTIVE,SOUTH BEND,IN,46628,574-968-1072,2023,HTM2023-001,"3916 LINCOLNWAY W, SOUTH BEND, IN, 46628",FALSE,41.694027,-86.3034356
Restaurant (A-M) License,MC DONALD'S 25100,3402 PORTAGE AVE,RENEWED,South Bend,IN,46628,269-240-7362,2022,RST2022-078,"3402 PORTAGE AVE, South Bend, IN, 46628",FALSE,41.724266,-86.2861342
Arborist License,DOUG'S MISHAWAKA TREE SERVICE INC.,11303 EDISON RD,ACTIVE,OSCEOLA,IN,46561,574-259-5700,2023,ARB2023-033,"11303 EDISON RD, OSCEOLA, IN, 46561",FALSE,NA,NA
Lawn Parking License,102 N. TWYCKENHAM DR.,102 N. TWYCKENHAM DR.,INACTIVE,SOUTH BEND,IN,46637,NA,2021,LWN2021-017,"102 N. TWYCKENHAM DR., SOUTH BEND, IN, 46637",FALSE,41.6767436,-86.2256032
Restaurant (N-Z) License,"The Cat Lady Cafe, LLC",401 E Colfax Ave Suite 104,ACTIVE,South Bend,IN,46617,574-228-2266,2023,RST2023-182,"401 E Colfax Ave Suite 104, South Bend, IN, 46617",FALSE,41.6781759,-86.2456964
Restaurant (N-Z) License,PALACIO TROPICAL,2012 W  WESTERN AVE,RENEWED,SOUTH BEND,IN,46619,574-288-9074,2020,946RESTZ2020,"2012 W  WESTERN AVE, SOUTH BEND, IN, 46619",FALSE,41.6720455,-86.2791791
Mobile Food Vendor (A-M) 1 Year License,El Amigo Pepe LLC,"226 E. Main St., Niles, MI 49120",EXPIRED,Niles,MI,49120,269-683-1942,2022,MFV2022-007,"226 E. Main St., Niles, MI 49120, Niles, MI, 49120",FALSE,NA,NA
Restaurant (A-M) License,MC DONALD'S 493,416 N MICHIGAN ST,RENEWED,SOUTH BEND,IN,46601,574-400-0775,2022,RST2022-270,"416 N MICHIGAN ST, SOUTH BEND, IN, 46601",FALSE,41.6809627,-86.2500051
Self Service Laundry/Dry Cleaner License,BURTON'S LAUNDRY,1258 ELWOOD AVE,READY2ISSU,SOUTH BEND,IN,46628,574-255-6101,2021,LND21-00013,"1258 ELWOOD AVE, SOUTH BEND, IN, 46628",FALSE,41.6938622,-86.2684179
Restaurant (A-M) License,BURGER KING #3722,121 W LASALLE AVE,RENEWED,South Bend,IN,46601,574-233-8651,2022,RST2022-191,"121 W LASALLE AVE, South Bend, IN, 46601",FALSE,41.6794596,-86.2516039
Automotive Repair License,BELLE TIRE DISTRIBUTORS INC.,3660   PORTAGE AVE,RENEWED,ALLEN PARK,MI,48101,NA,2020,7238AUTO2020,"3660   PORTAGE AVE, ALLEN PARK, MI, 48101",FALSE,NA,NA
Open Air Business License,PORTAGE FARM STANDS,1002 PORTAGE AVE.,INACTIVE,SOUTH BEND,IN,46616,574-386-7817,2022,OAB2022-004,"1002 PORTAGE AVE., SOUTH BEND, IN, 46616",FALSE,41.6880993,-86.2624522
Restaurant (A-M) License,Bakers Bar & Grille,"123 N DR. MARTIN LUTHER KING JR DR, SOUTH BEND, IN, 46601",RENEWED,South Bend,IN,46601,574-234-2000,2022,RST2022-332,"123 N DR. MARTIN LUTHER KING JR DR, SOUTH BEND, IN, 46601, South Bend, IN, 46601",FALSE,NA,NA
Restaurant (A-M) License,J J FISH & CHICKEN,2324 LINCOLN WAY W,RENEWED,SOUTH BEND,IN,46628,574-234-3660,2021,RST2021-103,"2324 LINCOLN WAY W, SOUTH BEND, IN, 46628",FALSE,41.666636,-86.2385554
Peddlers and Canvassers License,ALDER HOLDINGS INC.,"450 N. 1500 W. OREM, UT  84057",INACTIVE,OREM,UT,84057,385-218-2754,2021,PDL2021-025,"450 N. 1500 W. OREM, UT  84057, OREM, UT, 84057",FALSE,NA,NA
Restaurant (A-M) License,PAPA JOHN'S,1811 S Ironwood Dr,ACTIVE,SOUTH BEND,IN,46613,330-533-0900,2023,RST2023-241,"1811 S Ironwood Dr, SOUTH BEND, IN, 46613",FALSE,41.6556116,-86.2159794
Lawn Parking License,1219 N. Garland St.,1219 N. Garland St.,EXPIRED,SOUTH BEND,IN,46617,NA,2022,LWN2022-024,"1219 N. Garland St., SOUTH BEND, IN, 46617",FALSE,41.6912922,-86.2272173
Restaurant (A-M) License,Chico's Mexican/American Restaurant Inc.,2418 W. Western Ave.,READY2ISSU,South Bend,IN,46619,574-237-9198,2023,RST2023-173,"2418 W. Western Ave., South Bend, IN, 46619",FALSE,41.6718645,-86.2841164
Restaurant (A-M) License,LAFAYETTE TRADITIONAL SCHOOL,245 N LOMBARDY DR,EXPIRED,SOUTH BEND,IN,46619,574-393-5862,2022,RST2022-457,"245 N LOMBARDY DR, SOUTH BEND, IN, 46619",FALSE,41.6785984,-86.3126091
Restaurant (A-M) License,LA SONORITA,3622 EDISON RD 500,RENEWED,SOUTH BEND,IN,46615,574-387-5787,2022,RST2022-265,"3622 EDISON RD 500, SOUTH BEND, IN, 46615",FALSE,NA,NA
Charitable Solicitation License,St. Joseph County F.O.P. #155,904 W 4TH ST,ACTIVE,South Bend,IN,46634,574-233-9045,2023,CHS2023-001,"904 W 4TH ST, South Bend, IN, 46634",FALSE,NA,NA
Massage Therapist License,DIANA B. ZEBROSKI,"25784 HUNT TRL,  SOUTH BEND,  46628",CLOSED,SOUTH BEND,IN,46628,NA,2021,MST2021-002,"25784 HUNT TRL,  SOUTH BEND,  46628, SOUTH BEND, IN, 46628",FALSE,NA,NA
Self Service Laundry/Dry Cleaner License,BURTON'S LAUNDRY,3706 W WESTERN AVE,RENEWED,SOUTH BEND,IN,46619,574-255-6101,2021,LND21-00016,"3706 W WESTERN AVE, SOUTH BEND, IN, 46619",FALSE,41.6718376,-86.2998913
Restaurant (N-Z) License,ROYAL EXPRESS MART,2124 MCKINLEY AVE,EXPIRED,SOUTH BEND,IN,46617,574-855-3523,2022,RST2022-522,"2124 MCKINLEY AVE, SOUTH BEND, IN, 46617",FALSE,41.6801255,-86.2170837
Restaurant (N-Z) License,Taco Bell #3004059,"6225 Brick Rd. South Bend, IN 46628",RENEWED,South Bend,IN,46628,574-247-1700,2021,RST2021-352,"6225 Brick Rd. South Bend, IN 46628, South Bend, IN, 46628",FALSE,NA,NA
Lawn Parking License,1105 N. ST. LOUIS BLVD.,1105 N. ST. LOUIS BLVD.,INACTIVE,SOUTH BEND,IN,46617,NA,2021,LWN2021-064,"1105 N. ST. LOUIS BLVD., SOUTH BEND, IN, 46617",FALSE,41.6899394,-86.2410536
Restaurant (A-M) License,JSS OIL INC. dba HOOSIER SPOT,"2302 S MICHIGAN ST,  SOUTH BEND,  46614",RENEWED,SOUTH BEND,IN,46614,574-222-2290,2022,RST2022-475,"2302 S MICHIGAN ST,  SOUTH BEND,  46614, SOUTH BEND, IN, 46614",FALSE,NA,NA
Restaurant (N-Z) License,VEGETABLE BUDDIES INC.,129 N  MICHIGAN ST,RENEWED,SOUTH BEND,IN,46624,574-232-0954,2020,7671RESTZ2020,"129 N  MICHIGAN ST, SOUTH BEND, IN, 46624",FALSE,41.6768149,-86.2504826
Restaurant (A-M) License,GIRASOL CARRY OUT,525 N  EDDY ST,CLOSED,SOUTH BEND,IN,46617,574-251-0073,2020,3289RESTAM2020,"525 N  EDDY ST, SOUTH BEND, IN, 46617",FALSE,41.6829843,-86.2355613
Public Parking Facility License,LAZ PARKING MIDWEST LLC,1228 N EDDY ST,RENEWED,South Bend,IN,46617,860-522-7641,2022,PBP2022-001,"1228 N EDDY ST, South Bend, IN, 46617",FALSE,41.69179,-86.23419
Restaurant (N-Z) License,SUBWAY / GOPAL NANDA INC.,135 E  IRELAND RD,RENEWED,SOUTH BEND,IN,46614,574-299-8306,2020,8384RESTZ2020,"135 E  IRELAND RD, SOUTH BEND, IN, 46614",FALSE,41.6292516,-86.2495541
Alarm Agent License,WALGREEN CO CENTRAL STATION,1411 Lake Cook Rd,RENEWED,DEERFIELD,IL,60015,800-695-9904,2020,5126ALARM2020,"1411 Lake Cook Rd, DEERFIELD, IL, 60015",FALSE,42.1518432,-87.8590207
Hotel and Motel License,FAIRFIELD INN AND SUITES,1220 E  ANGELA BLVD,RENEWED,SOUTH BEND,IN,466174,574-234-5510,2020,4100HOTEL2020,"1220 E  ANGELA BLVD, SOUTH BEND, IN, 466174",FALSE,41.6925361,-86.2326418
Restaurant (N-Z) License,SUPER MERCADO ROSALES,1518 S  MICHIGAN ST,RENEWED,SOUTH BEND,IN,46613,574-234-5587,2020,1007RESTZ2020,"1518 S  MICHIGAN ST, SOUTH BEND, IN, 46613",FALSE,41.6582549,-86.2498107
Restaurant (A-M) License,BELL-MART BP,3627 MCKINLEY AVE,INACTIVE,BREMEN,IN,46506,574-287-9926,2020,3397RESTAM2020,"3627 MCKINLEY AVE, BREMEN, IN, 46506",FALSE,NA,NA
Restaurant (N-Z) License,RENDER KITCHEN & BAR,521 E  JEFFERSON BLVD,EXPIRED,SOUTH BEND,IN,46617,574-239-7777,2022,RST2022-486,"521 E  JEFFERSON BLVD, SOUTH BEND, IN, 46617",FALSE,41.675175,-86.243636
Lawn Parking License,1817 OAK PARK DR.,1817 OAK PARK DR.,INACTIVE,SOUTH BEND,IN,46617,NA,2021,LWN2021-018,"1817 OAK PARK DR., SOUTH BEND, IN, 46617",FALSE,41.6935107,-86.2210402
Taxi Vehicle License,"UNITED CAB OF SOUTH BEND, LLC",2107 S. MICHIGAN ST.,ACTIVE,SOUTH BEND,IN,46613,574-233-9599,2022,TXV2022-011,"2107 S. MICHIGAN ST., SOUTH BEND, IN, 46613",FALSE,41.6519917,-86.2502962
Secondhand Store License,Muebleria Alejandro,1716 S Michigan St,ACTIVE,South Bend,IN,46613,574-876-8434,2023,SHN2023-018,"1716 S Michigan St, South Bend, IN, 46613",FALSE,41.6565381,-86.2497685
Restaurant (A-M) License,CULVER'S OF SOUTH BEND,4402 S  MICHIGAN ST,RENEWED,MICHIGAN CITY,IN,46361,574-299-9130,2020,3348RESTAM2020,"4402 S  MICHIGAN ST, MICHIGAN CITY, IN, 46361",FALSE,NA,NA
Restaurant (A-M) License,JEANNIES WHITE HOUSE LLC,1444 MISHAWAKA AVE,RENEWED,SOUTH BEND,IN,46615,574-855-4427,2021,RST2021-092,"1444 MISHAWAKA AVE, SOUTH BEND, IN, 46615",FALSE,41.6657408,-86.2264777
Restaurant (A-M) License,KING GYROS OR1 LLC,2717 S MICHIGAN ST,ACTIVE,SOUTH BEND,IN,46614,574-231-8983,2023,RST2023-062,"2717 S MICHIGAN ST, SOUTH BEND, IN, 46614",FALSE,41.6459227,-86.2501047
Lawn Parking License,515 PEASHWAY ST.,515 PEASHWAY ST.,EXPIRED,SOUTH BEND,IN,46617,NA,2022,LWN2022-031,"515 PEASHWAY ST., SOUTH BEND, IN, 46617",FALSE,41.692319,-86.2433224
Scrap Metal Dealer License,Stevie's Enterprises,3109 S GERTRUDE ST,ACTIVE,South Bend,IN,46614,574-383-2071,2023,SCR2023-006,"3109 S GERTRUDE ST, South Bend, IN, 46614",FALSE,41.6424701,-86.2731467
Restaurant (N-Z) License,PRIYA & LUCKY,5307 W WESTERN AVE,RENEWED,South Bend,IN,5307,NA,2020,RST2020-002,"5307 W WESTERN AVE, South Bend, IN, 5307",FALSE,41.6720636,-86.320989
Restaurant (A-M) License,Good Shepherd Montessori School,"1101 E JEFFERSON BLVD, SOUTH BEND, IN, 46617",READY2ISSU,South Bend,IN,46617,574-288-0098,2023,RST2023-266,"1101 E JEFFERSON BLVD, SOUTH BEND, IN, 46617, South Bend, IN, 46617",FALSE,NA,NA
Lawn Parking License,1105 N. ST. LOUIS BLVD.,1105 N. ST. LOUIS BLVD.,RENEWED,SOUTH BEND,IN,46617,NA,2021,LWN2021-041,"1105 N. ST. LOUIS BLVD., SOUTH BEND, IN, 46617",FALSE,41.6899394,-86.2410536
Donation Box License,BETTER WORLD BOOKS,1217 E IRELAND RD,RENEWED,MISHAWAKA,IN,46545,888-570-7103,2020,6584DBAC2020,"1217 E IRELAND RD, MISHAWAKA, IN, 46545",FALSE,41.6295967,-86.1739247
Restaurant (A-M) License,BROTHERS BAR & GRILL,1234 N  EDDY ST,RENEWED,LA CROSSE,WI,54602-1621,574-287-2767,2020,5021RESTAM2020,"1234 N  EDDY ST, LA CROSSE, WI, 54602-1621",FALSE,NA,NA
Restaurant (A-M) License,THE HIDEAWAY AT THE LASALLE,237 N MICHIGAN ST,RENEWED,SOUTH BEND,IN,46601,574-274-0993,2021,RST2021-270,"237 N MICHIGAN ST, SOUTH BEND, IN, 46601",FALSE,41.6787619,-86.2503478
Restaurant (N-Z) License,PITTS BBQ,1526 MISHAWAKA AVE,CLOSED,SOUTH BEND,IN,46615,574-232-0667,2020,RST2020-054,"1526 MISHAWAKA AVE, SOUTH BEND, IN, 46615",FALSE,41.6656501,-86.2246196
Restaurant (A-M) License,HOPE MINISTRIES,432 S  LAFAYETTE BLVD,RENEWED,SOUTH BEND,IN,46634,574-235-4150,2020,7210RESTAM2020,"432 S  LAFAYETTE BLVD, SOUTH BEND, IN, 46634",FALSE,41.671962,-86.2533851
Restaurant (A-M) License,MARINE CORPS LEAGUE,"539 PARRY ST, SOUTH BEND, IN, 46617",RENEWED,SOUTH BEND,IN,46617,574-233-0253,2021,RST2021-127,"539 PARRY ST, SOUTH BEND, IN, 46617, SOUTH BEND, IN, 46617",FALSE,NA,NA
Restaurant (N-Z) License,South Bend Maennerchor Club Inc.,"1606 W WESTERN AVE, SOUTH BEND, IN, 46619",ACTIVE,South Bend,IN,46619,574-288-9343,2023,RST2023-185,"1606 W WESTERN AVE, SOUTH BEND, IN, 46619, South Bend, IN, 46619",FALSE,NA,NA
Transient Merchant License,"ST JOSEPH CO 4-H FAIR, INC",5117 S  IRONWOOD DR,RENEWED,SOUTH BEND,IN,46614,574-291-4870,2020,956TRANS2020,"5117 S  IRONWOOD DR, SOUTH BEND, IN, 46614",FALSE,41.6397011,-86.215588
Restaurant (N-Z) License,THE ORIGINAL PANCAKE HOUSE,1430 N IRONWOOD DR,RENEWED,South Bend,IN,46635,574-232-3220,2022,RST2022-202,"1430 N IRONWOOD DR, South Bend, IN, 46635",FALSE,41.6953629,-86.216044
Restaurant (A-M) License,LOS ASES MEXICAN FOOD LLC,3622 EDISON RD,INACTIVE,SOUTH BEND,IN,46615,574-383-5546,2022,RST2022-321,"3622 EDISON RD, SOUTH BEND, IN, 46615",FALSE,41.6946184,-86.1987021
Restaurant (A-M) License,Frick’s DQ Grill &Chill,"3907 S MICHIGAN ST, SOUTH BEND, IN, 46614",ACTIVE,South Bend,IN,46614,574-291-2330,2023,RST2023-310,"3907 S MICHIGAN ST, SOUTH BEND, IN, 46614, South Bend, IN, 46614",FALSE,41.6350818,-86.251114
Automotive Repair License,VALVOLINE INSTANT OIL CHANGE,219 E IRELAND RD,RENEWED,SOUTH BEND,IN,46614,574-400-0067,2021,AUT2021-059,"219 E IRELAND RD, SOUTH BEND, IN, 46614",FALSE,41.6291416,-86.24803
Massage Therapist License,SARA E COZORT,2326 Southdale Dr,RENEWED,ELKHART,IN,46517,574-612-8284,2020,5827MSGTEC2020,"2326 Southdale Dr, ELKHART, IN, 46517",FALSE,41.6639206,-85.9803408
Restaurant (A-M) License,CHARLIE'S,2334   PRAIRIE AVE,RENEWED,SOUTH BEND,IN,46615,574-247-7800,2020,2373RESTAM2020,"2334   PRAIRIE AVE, SOUTH BEND, IN, 46615",FALSE,41.6496059,-86.2820629
Restaurant (N-Z) License,THE EARLY BIRD EATERY,"231 S MICHIGAN ST,  SOUTH BEND,  46601",INACTIVE,SOUTH BEND,IN,46601,574-208-3806,2021,RST2021-118,"231 S MICHIGAN ST,  SOUTH BEND,  46601, SOUTH BEND, IN, 46601",FALSE,41.6825204,-86.2504095
Restaurant (N-Z) License,TASTE OF MEXICO,2637 W  WESTERN AVE,READY2ISSU,SOUTH BEND,IN,46619,574-232-6960,2021,RST2021-334,"2637 W  WESTERN AVE, SOUTH BEND, IN, 46619",FALSE,41.6722645,-86.2874829
Public Parking Facility License,MEMORIAL HOSPITAL - BARTLETT GARAGE,"707 N Michigan St, South Bend, IN 46601",RENEWED,SOUTH BEND,IN,46601,574-647-1472,2020,PBP2020-002,"707 N Michigan St, South Bend, IN 46601, SOUTH BEND, IN, 46601",FALSE,41.6825204,-86.2504095
Restaurant (N-Z) License,Studebaker National Museum,"201 CHAPIN ST, SOUTH BEND, IN, 46601",READY2ISSU,South Bend,IN,46601,5742359714,2023,RST2023-201,"201 CHAPIN ST, SOUTH BEND, IN, 46601, South Bend, IN, 46601",FALSE,NA,NA
Restaurant (N-Z) License,ROSALES PLAZA,2812 W WESTERN AVE,ACTIVE,SOUTH BEND,IN,46619,574-234-4192,2023,RST2023-357,"2812 W WESTERN AVE, SOUTH BEND, IN, 46619",FALSE,41.6719213,-86.2891573
Restaurant (A-M) License,HOOSIER TAP & GRILLE,718 W  INDIANA AVE,RENEWED,SOUTH BEND,IN,46613,574-289-4318,2020,1531RESTAM2020,"718 W  INDIANA AVE, SOUTH BEND, IN, 46613",FALSE,41.6576744,-86.2597879
Restaurant (A-M) License,HEALTHY HAPPIES,2043 E IRELAND RD,ACTIVE,SOUTH BEND,IN,46614,574-323-6951,2023,RST2023-349,"2043 E IRELAND RD, SOUTH BEND, IN, 46614",FALSE,41.6295686,-86.2189336
Restaurant (A-M) License,MY PLACE ENTERPRISES,1509 PORTAGE AVE,RENEWED,SOUTH BEND,IN,46616,574-234-2280,2022,RST2022-301,"1509 PORTAGE AVE, SOUTH BEND, IN, 46616",FALSE,41.6955762,-86.2701939
Restaurant (N-Z) License,SPIRITED LLC,105 E JEFFERSON BLVD,RENEWED,SOUTH BEND,IN,46601,574-406-6946,2022,RST2022-359,"105 E JEFFERSON BLVD, SOUTH BEND, IN, 46601",FALSE,41.67536,-86.2501254
Restaurant (A-M) License,FIVE GUYS BURGERS & FRIES,1233 N  EDDY ST,RENEWED,SOUTH BEND,IN,46615,574-234-1800,2020,3622RESTAM2020,"1233 N  EDDY ST, SOUTH BEND, IN, 46615",FALSE,41.6913517,-86.2358199
Restaurant (N-Z) License,VICKIE'S INC.,112 W MONROE ST,RENEWED,South Bend,IN,46601,574-232-4090,2021,RST2021-180,"112 W MONROE ST, South Bend, IN, 46601",FALSE,41.6708794,-86.2504726
Mobile Food Vendor (N-Z) 1 Year License,REAL GRILLE FOOD TRUCK,121 Garst St,ACTIVE,SOUTH BEND,IN,46601,574-256-1649,2023,MFV2023-003,"121 Garst St, SOUTH BEND, IN, 46601",FALSE,41.6634452,-86.253248
